"","HandID","Timestamp","BigBlind","all-in","bets","calls","collected","posts","raises","Uncalled bet","profit","balance","profit_bb","balance_bb","running_sum","running_sum_bb"
"1428","169851354606:  ",2017-05-02 09:35:05,0.02,0,0,0.06,0,0,0,0,-0.06,1.94,-3,109,-0.99,-49.2
"1429","169851470462:  ",2017-05-02 09:38:43,0.02,0,0,0,0,0.02,0,0,-0.02,1.92,-1,108,-0.95,-47.2
"1430","169851486485:  ",2017-05-02 09:39:13,0.02,0,0,0,0,0.01,0,0,-0.01,1.91,-0.5,107.5,-0.94,-46.7
"1431","169851521974:  ",2017-05-02 09:40:19,0.02,0,0.38,0,0.99,0,0.12,0,0.49,2.4,24.5,132,-0.44,-21.7
"1435","169851547893:  ",2017-05-02 09:41:07,0.02,0,0,0.02,0,0.02,0,0,-0.04,2.36,-2,130,1.25,62.8
"1437","169851594148:  ",2017-05-02 09:42:33,0.02,0,0,0,0,0,0.04,0,-0.04,2.32,-2,128,1.23,61.8
"1438","169851609908:  ",2017-05-02 09:43:02,0.02,0,0.14,0.01,0.15,0.01,0,0.1,0.09,2.41,4.5,132.5,1.34,67.3
"1444","169851656082:  ",2017-05-02 09:44:28,0.02,0,0,0,0,0.02,0,0,-0.02,2.39,-1,131.5,1.08,54.3
"1445","169851674229:  ",2017-05-02 09:45:02,0.02,0,0,0,0,0.01,0,0,-0.01,2.38,-0.5,131,1.04,52.3
"1446","169851678405:  ",2017-05-02 09:45:09,0.02,0,0,0,0.05,0,0.04,0.02,0.03,2.41,1.5,132.5,1.06,53.3
"1449","169851692957:  ",2017-05-02 09:45:36,0.02,0,0.05,0.02,0,0,0,0,-0.07,2.34,-3.5,129,0.0500000000000003,2.8
"1451","169851805858:  ",2017-05-02 09:49:03,0.02,0,0,0.08,0,0,0,0,-0.08,2.26,-4,125,-0.00999999999999979,-0.200000000000003
"1453","169851848418:  ",2017-05-02 09:50:21,0.02,0.3,1.22,1,5,0.01,0,0,2.47,4.73,123.5,248.5,2.48,124.3
"1460","169851893199:  ",2017-05-02 09:51:42,0.02,0,0,0,0,0.02,0,0,-0.02,4.71,-1,247.5,2.66,133.3
"1461","169851918334:  ",2017-05-02 09:52:28,0.02,0,0,0,0,0.01,0,0,-0.01,4.7,-0.5,247,2.67,133.8
"1462","169851995638:  ",2017-05-02 09:54:48,0.02,0,0,0.05,0.11,0,0,0,0.06,4.76,3,250,2.62,131.3
"1465","169852000008:  ",2017-05-02 09:54:56,0.02,0,0,0.02,0,0,0,0,-0.02,4.74,-1,249,2.73,136.8
"1466","169852022458:  ",2017-05-02 09:55:41,0.02,0,0.15,0,0.2,0,0.06,0.15,0.14,4.88,7,256,2.88,144.3
"1470","169852046804:  ",2017-05-02 09:56:32,0.02,0,0,0,0,0.02,0,0,-0.02,4.86,-1,255,2.85,142.8
"1471","169938805759:  ",2017-05-04 10:01:19,0.02,0,0,0,0,0.02,0,0,-0.02,4.84,-1,254,2.84,142.3
"1472","169938818860:  ",2017-05-04 10:01:42,0.02,0,0,0,0,0.01,0,0,-0.01,4.83,-0.5,253.5,2.96,148.3
"1473","169938959927:  ",2017-05-04 10:05:10,0.02,0,0,0,0,0.02,0,0,-0.02,4.81,-1,252.5,2.96,148.3
"1474","169939012297:  ",2017-05-04 10:06:16,0.02,0,0,0,0,0.01,0,0,-0.01,4.8,-0.5,252,2.96,148.3
"1475","169939022286:  ",2017-05-04 10:06:31,0.02,0,0,0,0,0.02,0,0,-0.02,4.78,-1,251,2.56,128.3
"1476","169939078743:  ",2017-05-04 10:07:52,0.02,0,0,0,0.05,0,0.06,0.04,0.03,4.81,1.5,252.5,2.61,130.8
"1479","169939089819:  ",2017-05-04 10:08:08,0.02,0,0.12,0.13,0,0.01,0,0,-0.26,4.55,-13,239.5,2.36,118.3
"1483","169939149225:  ",2017-05-04 10:09:35,0.02,0,0,0,0.15,0,0.12,0.06,0.09,4.64,4.5,244,2.42,121.3
"1486","169939230961:  ",2017-05-04 10:11:35,0.02,0,0,0.02,0,0,0,0,-0.02,4.62,-1,243,2.42,121.3
"1487","169939275890:  ",2017-05-04 10:12:41,0.02,0,0,0,0,0.02,0,0,-0.02,4.6,-1,242,2.41,120.8
"1488","169939288829:  ",2017-05-04 10:13:00,0.02,0,0,0,0,0.01,0,0,-0.01,4.59,-0.5,241.5,2.42,121.3
"1489","169939327243:  ",2017-05-04 10:13:56,0.02,0,0,0,0,0.02,0,0,-0.02,4.57,-1,240.5,3.12,156.3
"1490","169939338247:  ",2017-05-04 10:14:12,0.02,0,0,0,0.19,0,0.24,0.16,0.11,4.68,5.5,246,3.15,157.8
"1493","169939351815:  ",2017-05-04 10:14:32,0.02,0,0,0,0,0.01,0,0,-0.01,4.67,-0.5,245.5,3.16,158.3
"1494","169939418230:  ",2017-05-04 10:16:10,0.02,0,0,0,0,0,0.04,0,-0.04,4.63,-2,243.5,3.13,156.8
"1495","169939456740:  ",2017-05-04 10:17:06,0.02,0,0,0,0.05,0,0.04,0.02,0.03,4.66,1.5,245,3.18,159.3
"1498","169939512250:  ",2017-05-04 10:18:28,0.02,0,0,0,0,0.02,0,0,-0.02,4.64,-1,244,3.17,158.8
"1499","169939526287:  ",2017-05-04 10:18:48,0.02,0.24,0.12,0.36,0,0.01,0.12,0,-0.85,3.79,-42.5,201.5,2.29,114.8
"1504","169939537641:  ",2017-05-04 10:19:05,0.02,0,0,0,0.02,0.02,0,0.01,0.01,3.8,0.5,202,2.76,138.3
"1507","169939551875:  ",2017-05-04 10:19:26,0.02,0,0,0.05,0,0.01,0,0,-0.06,3.74,-3,199,2.76,138.3
"1509","169939587262:  ",2017-05-04 10:20:19,0.02,0,0.45,0.06,0.58,0,0,0.3,0.37,4.11,18.5,217.5,3.19,159.8
"1514","169939676772:  ",2017-05-04 10:22:35,0.02,0,0.03,0.02,0.05,0,0,0.03,0.03,4.14,1.5,219,3.16,158.3
"1518","169939705420:  ",2017-05-04 10:23:19,0.02,0,0,0,0,0.02,0,0,-0.02,4.12,-1,218,3.15,157.8
"1519","169939724198:  ",2017-05-04 10:23:48,0.02,0,0,0,0,0.01,0,0,-0.01,4.11,-0.5,217.5,3.11,155.8
"1520","169939726583:  ",2017-05-04 10:23:52,0.02,0,0.1,0.15,0.66,0,0.06,0,0.35,4.46,17.5,235,3.48,174.3
"1524","169939756045:  ",2017-05-04 10:24:37,0.02,0,0,0.06,0,0,0,0,-0.06,4.4,-3,232,3.43,171.8
"1526","169939803303:  ",2017-05-04 10:25:49,0.02,0,0,0,0,0.02,0,0,-0.02,4.38,-1,231,3.22,161.3
"1527","169939833345:  ",2017-05-04 10:26:36,0.02,0,0,0,0,0.01,0,0,-0.01,4.37,-0.5,230.5,3.23,161.8
"1528","169939878355:  ",2017-05-04 10:27:46,0.02,0,0,0,0,0.02,0,0,-0.02,4.35,-1,229.5,3.16,158.3
"1529","169939893328:  ",2017-05-04 10:28:09,0.02,0,0,0,0.05,0,0.04,0.02,0.03,4.38,1.5,231,3.26,163.3
"1532","169939901761:  ",2017-05-04 10:28:22,0.02,0,0,0,0,0.01,0,0,-0.01,4.37,-0.5,230.5,3.27,163.8
"1533","169939921052:  ",2017-05-04 10:28:52,0.02,0,0,0.02,0,0,0,0,-0.02,4.35,-1,229.5,3.27,163.8
"1534","169939938507:  ",2017-05-04 10:29:20,0.02,0,0.03,0.02,0.05,0,0,0.03,0.03,4.38,1.5,231,3.31,165.8
"1538","169939960380:  ",2017-05-04 10:29:53,0.02,0,0,0,0.05,0,0.06,0.04,0.03,4.41,1.5,232.5,3.36,168.3
"1541","169939977808:  ",2017-05-04 10:30:21,0.02,0,0,0,0,0.02,0,0,-0.02,4.39,-1,231.5,3.31,165.8
"1542","169939990554:  ",2017-05-04 10:30:40,0.02,0,0,0,0,0.01,0,0,-0.01,4.38,-0.5,231,3.31,165.8
"1543","169940109085:  ",2017-05-04 10:33:45,0.02,0,0,0,0.05,0,0.04,0.02,0.03,4.41,1.5,232.5,3.4,170.3
"1546","169940122920:  ",2017-05-04 10:34:07,0.02,0,0,0.04,0,0.02,0,0,-0.06,4.35,-3,229.5,3.36,168.3
"1548","169940151402:  ",2017-05-04 10:34:51,0.02,0,0,0,0,0.01,0,0,-0.01,4.34,-0.5,229,3.26,163.3
"1549","169940173858:  ",2017-05-04 10:35:27,0.02,0,0,0,0,0.02,0,0,-0.02,4.32,-1,228,3.25,162.8
"1550","169940209019:  ",2017-05-04 10:36:22,0.02,0,0,0,0,0.01,0,0,-0.01,4.31,-0.5,227.5,2.89,144.8
"1551","169940320022:  ",2017-05-04 10:39:14,0.02,0.75,0,0.21,0,0,0,0,-0.96,3.35,-48,179.5,1.89,94.8
"1555","169940374558:  ",2017-05-04 10:40:40,0.02,0,0.02,0.02,0.07,0,0,0.02,0.05,3.4,2.5,182,1.96,98.3
"1559","169940398186:  ",2017-05-04 10:41:16,0.02,0,0,0,0,0.02,0,0,-0.02,3.38,-1,181,1.96,98.3
"1560","169940417361:  ",2017-05-04 10:41:46,0.02,0,0,0,0,0.01,0,0,-0.01,3.37,-0.5,180.5,1.94,97.3
"1561","169940439603:  ",2017-05-04 10:42:20,0.02,0,0.02,0.02,0.05,0,0,0.02,0.03,3.4,1.5,182,1.98,99.3
"1565","169940459285:  ",2017-05-04 10:42:51,0.02,0,0,0.05,0,0,0,0,-0.05,3.35,-2.5,179.5,1.94,97.3
"1567","169940461226:  ",2017-05-04 10:42:54,0.02,0,0,0,0,0.02,0,0,-0.02,3.33,-1,178.5,1.87,93.8
"1568","169940495932:  ",2017-05-04 10:43:47,0.02,0,0,0,0,0.01,0,0,-0.01,3.32,-0.5,178,1.8,90.3
"1569","169940626934:  ",2017-05-04 10:47:11,0.02,0,0,0,0,0.02,0,0,-0.02,3.3,-1,177,1.8,90.3
"1570","169940642026:  ",2017-05-04 10:47:34,0.02,0,0,0.01,0,0.01,0,0,-0.02,3.28,-1,176,1.79,89.8
"1572","169940671853:  ",2017-05-04 10:48:21,0.02,0,0,0,0,0.02,0,0,-0.02,3.26,-1,175,1.79,89.8
"1573","169940710666:  ",2017-05-04 10:49:21,0.02,0,0.06,0.05,0.13,0,0,0.06,0.08,3.34,4,179,1.89,94.8
"1577","169940717299:  ",2017-05-04 10:49:31,0.02,0,0,0.19,0.36,0.01,0.16,0,0,3.34,0,179,1.9,95.3
"1582","169940743642:  ",2017-05-04 10:50:12,0.02,0,0.03,0.02,0.05,0,0,0.03,0.03,3.37,1.5,180.5,1.77,88.8
"1586","169940771172:  ",2017-05-04 10:50:54,0.02,0,0.04,0.02,0.08,0,0,0.04,0.06,3.43,3,183.5,1.85,92.5
"1590","169940851558:  ",2017-05-04 10:52:59,0.02,0,0,0,0,0.02,0,0,-0.02,3.41,-1,182.5,1.84,92
"1591","169940872979:  ",2017-05-04 10:53:32,0.02,0,0,0,0,0.01,0,0,-0.01,3.4,-0.5,182,1.82,91
"1592","169940938101:  ",2017-05-04 10:55:14,0.02,0.66,0,0,3.75,0,1.28,0,1.81,5.21,90.5,272.5,3.65,182.5
"1596","169940969296:  ",2017-05-04 10:56:11,0.02,0,0,0.02,0,0,0,0,-0.02,5.19,-1,271.5,3.43,171.5
"1597","169940999818:  ",2017-05-04 10:57:07,0.02,0,0,0,0,0.02,0,0,-0.02,5.17,-1,270.5,3.43,171.5
"1598","169941013987:  ",2017-05-04 10:57:32,0.02,0,0,0,0,0.02,0,0,-0.02,5.15,-1,269.5,3.49,174.5
"1599","169941017382:  ",2017-05-04 10:57:38,0.02,0,0.02,0.01,0.06,0.01,0,0.02,0.04,5.19,2,271.5,3.54,177
"1604","169941024677:  ",2017-05-04 10:57:52,0.02,0,0,0.03,0.08,0.01,0,0,0.04,5.23,2,273.5,3.6,180
"1608","169941045757:  ",2017-05-04 10:58:30,0.02,0,0,0.02,0,0,0,0,-0.02,5.21,-1,272.5,3.6,180
"1609","169941066717:  ",2017-05-04 10:59:07,0.02,0,0,0.13,0.68,0.02,0.4,0.2,0.33,5.54,16.5,289,3.94,197
"1615","169941095365:  ",2017-05-04 10:59:59,0.02,0,0,0,0,0.01,0,0,-0.01,5.53,-0.5,288.5,3.66,183
"1616","169941122529:  ",2017-05-04 11:00:47,0.02,0,0.06,0.05,0.11,0,0,0.06,0.06,5.59,3,291.5,3.52,176
"1621","169941150645:  ",2017-05-04 11:01:34,0.02,0,0,0,0.02,0.02,0,0.01,0.01,5.6,0.5,292,3.55,177.5
"1624","169941156357:  ",2017-05-04 11:01:43,0.02,0,0,0.01,0,0.01,0,0,-0.02,5.58,-1,291,3.55,177.5
"1626","169941179615:  ",2017-05-04 11:02:19,0.02,0,0.02,0.02,0.05,0,0,0.02,0.03,5.61,1.5,292.5,3.55,177.5
"1630","169941260856:  ",2017-05-04 11:04:25,0.02,0,0,0,0,0.02,0,0,-0.02,5.59,-1,291.5,3.55,177.5
"1631","169941308638:  ",2017-05-04 11:05:39,0.02,0,0,0.03,0,0.01,0,0,-0.04,5.55,-2,289.5,3.53,176.5
"1634","169969523617:  ",2017-05-04 22:23:58,0.02,0,0.02,0,0.04,0.02,0,0.02,0.02,5.57,1,290.5,3.57,178.5
"1638","169969554081:  ",2017-05-04 22:25:23,0.02,0,0,0,0,0.01,0,0,-0.01,5.56,-0.5,290,3.62,181
"1639","169969591241:  ",2017-05-04 22:27:09,0.02,0,0.14,0.2,0,0,0,0,-0.34,5.22,-17,273,3.3,165
"1643","169969669130:  ",2017-05-04 22:30:53,0.02,0,0,0,0.05,0,0.06,0.04,0.03,5.25,1.5,274.5,3.3,165
"1646","169969715960:  ",2017-05-04 22:33:06,0.02,0,0,0,0.05,0,0.04,0.02,0.03,5.28,1.5,276,3.19,159.5
"1649","169969758666:  ",2017-05-04 22:35:08,0.02,0,0,0.08,0,0.02,0.2,0,-0.3,4.98,-15,261,2.91,145.5
"1652","169969799492:  ",2017-05-04 22:36:38,0.02,0,0.21,0.01,0.15,0.01,0,0.15,0.07,5.05,3.5,264.5,3.04,152
"1659","169969872136:  ",2017-05-04 22:40:07,0.02,0,0.07,0,0.11,0,0.04,0.07,0.07,5.12,3.5,268,3.12,156
"1663","169969886439:  ",2017-05-04 22:40:48,0.02,0,0,0,0.05,0,0.04,0.02,0.03,5.15,1.5,269.5,3.21,160.5
"1666","169969911001:  ",2017-05-04 22:41:58,0.02,0,0,0.04,0,0,0.04,0,-0.08,5.07,-4,265.5,3.15,157.5
"1668","169969972016:  ",2017-05-04 22:45:04,0.02,0,0,0,0,0.02,0,0,-0.02,5.05,-1,264.5,3.14,157
"1669","169970246690:  ",2017-05-04 22:59:12,0.02,0,0,0,0.02,0.02,0,0.01,0.01,5.06,0.5,265,2.66,133
"1672","169970249673:  ",2017-05-04 22:59:22,0.02,0,0,0,0,0.01,0,0,-0.01,5.05,-0.5,264.5,2.69,134.5
"1673","169970257071:  ",2017-05-04 22:59:47,0.02,0,0,0.12,1.25,0.02,0.47,0,0.64,5.69,32,296.5,3.37,168.5
"1678","169970260855:  ",2017-05-04 23:00:00,0.02,0,0,0,0.05,0,0.04,0.02,0.03,5.72,1.5,298,3.31,165.5
"1681","169970272279:  ",2017-05-04 23:00:38,0.02,0,0,0,0,0.02,0,0,-0.02,5.7,-1,297,3.31,165.5
"1682","169970277582:  ",2017-05-04 23:00:55,0.02,0,0,0,0,0.01,0,0,-0.01,5.69,-0.5,296.5,3.31,165.5
"1683","169970283528:  ",2017-05-04 23:01:14,0.02,0,0.05,0.02,0.05,0,0,0.05,0.03,5.72,1.5,298,3.31,165.5
"1687","169970287798:  ",2017-05-04 23:01:27,0.02,0,0.03,0.02,0.05,0,0,0.03,0.03,5.75,1.5,299.5,3.41,170.5
"1691","169970291422:  ",2017-05-04 23:01:38,0.02,0,0,0.02,0,0,0,0,-0.02,5.73,-1,298.5,3.47,173.5
"1692","169970298494:  ",2017-05-04 23:02:00,0.02,0,0,0,0,0.02,0,0,-0.02,5.71,-1,297.5,0.98,49
"1693","169970309110:  ",2017-05-04 23:02:33,0.02,0,0,0,0,0.01,0,0,-0.01,5.7,-0.5,297,0.99,49.5
"1694","169970921293:  ",2017-05-04 23:34:34,0.02,0,0,0,0,0.02,0,0,-0.02,5.68,-1,296,0.98,49
"1695","170015253076:  ",2017-05-05 22:29:05,0.02,0,0,0,0.05,0,0.04,0.02,0.03,5.71,1.5,297.5,0.95,47.5
"1698","170015271851:  ",2017-05-05 22:29:53,0.02,0,0.06,0,0.08,0.02,0,0.06,0.06,5.77,3,300.5,1.03,51.5
"1702","170015301846:  ",2017-05-05 22:31:13,0.02,0,0,0,0,0.01,0,0,-0.01,5.76,-0.5,300,0.88,44
"1703","170015311408:  ",2017-05-05 22:31:38,0.02,0,0.03,0.02,0.05,0,0,0.03,0.03,5.79,1.5,301.5,0.930000000000001,46.5
"1707","170015357038:  ",2017-05-05 22:33:38,0.02,0,0,0.04,0,0.02,0,0,-0.06,5.73,-3,298.5,0.89,44.5
"1709","170015370579:  ",2017-05-05 22:34:14,0.02,0,0,0,0.06,0.01,0.08,0.06,0.03,5.76,1.5,300,0.93,46.5
"1713","170015389477:  ",2017-05-05 22:35:05,0.02,0,0.2,0.04,0,0,0.1,0,-0.34,5.42,-17,283,0.61,30.5
"1717","170015405502:  ",2017-05-05 22:35:47,0.02,0,0,0.02,0,0,0,0,-0.02,5.4,-1,282,0.6,30
"1718","170015433122:  ",2017-05-05 22:37:01,0.02,0,0,0,0,0.02,0,0,-0.02,5.38,-1,281,0.6,30
"1719","170015450706:  ",2017-05-05 22:37:48,0.02,0,0,0,0,0.01,0,0,-0.01,5.37,-0.5,280.5,0.56,28
"1720","170015453102:  ",2017-05-05 22:37:54,0.02,0,0,0.06,0,0,0,0,-0.06,5.31,-3,277.5,0.76,38
"1722","170015470752:  ",2017-05-05 22:38:41,0.02,0,0,0,0,0.02,0,0,-0.02,5.29,-1,276.5,0.65,32.5
"1723","170015482663:  ",2017-05-05 22:39:13,0.02,0,0,0.05,0,0.01,0,0,-0.06,5.23,-3,273.5,0.609999999999999,30.5
"1726","170015503572:  ",2017-05-05 22:40:09,0.02,0,0,0,0.05,0,0.06,0.04,0.03,5.26,1.5,275,0.66,33
"1729","170015521893:  ",2017-05-05 22:40:59,0.02,0,0.12,0,0.18,0,0.06,0.12,0.12,5.38,6,281,0.79,39.5
"1733","170015543798:  ",2017-05-05 22:41:59,0.02,0,0,0,0,0.02,0,0,-0.02,5.36,-1,280,0.79,39.5
"1734","170015553074:  ",2017-05-05 22:42:24,0.02,0,0,0,0,0.01,0,0,-0.01,5.35,-0.5,279.5,0.67,33.5
"1735","170015558839:  ",2017-05-05 22:42:39,0.02,0,0,0,0,0.02,0,0,-0.02,5.33,-1,278.5,0.66,33
"1736","170015565727:  ",2017-05-05 22:42:58,0.02,0,0,0.02,0,0,0,0,-0.02,5.31,-1,277.5,0.68,34
"1737","170015573771:  ",2017-05-05 22:43:21,0.02,0,0.03,0.02,0.05,0,0,0.03,0.03,5.34,1.5,279,0.68,34
"1741","170015587934:  ",2017-05-05 22:43:59,0.02,0,0,0,0,0.02,0,0,-0.02,5.32,-1,278,0.680000000000001,34
"1742","170015595946:  ",2017-05-05 22:44:21,0.02,0,0,0,0,0.01,0,0,-0.01,5.31,-0.5,277.5,1.52,76
"1743","170015606487:  ",2017-05-05 22:44:50,0.02,0,0,0.02,0,0,0,0,-0.02,5.29,-1,276.5,1.49,74.5
"1744","170015612418:  ",2017-05-05 22:45:06,0.02,0,0,0,0,0.01,0,0,-0.01,5.28,-0.5,276,1.54,77
"1745","170015659973:  ",2017-05-05 22:47:16,0.02,0,0,0.3,0,0.02,0,0,-0.32,4.96,-16,260,0.850000000000001,42.5
"1748","170015691654:  ",2017-05-05 22:48:31,0.02,0,0,0,0,0.01,0,0,-0.01,4.95,-0.5,259.5,0.81,40.5
"1749","170015700749:  ",2017-05-05 22:48:56,0.02,0,0.26,0.4,1.4,0,0.04,0,0.7,5.65,35,294.5,1.53,76.5
"1755","170015761020:  ",2017-05-05 22:51:44,0.02,0,0,0,0,0.02,0,0,-0.02,5.63,-1,293.5,1.52,76
"1756","170015778547:  ",2017-05-05 22:52:33,0.02,0,0,0,0,0.01,0,0,-0.01,5.62,-0.5,293,1.16,58
"1757","170015789848:  ",2017-05-05 22:53:05,0.02,0,0,0.06,0,0,0,0,-0.06,5.56,-3,290,1.16,58
"1759","170015796328:  ",2017-05-05 22:53:23,0.02,0,0,0,0,0.02,0,0,-0.02,5.54,-1,289,1.16,58
"1760","170015813160:  ",2017-05-05 22:54:10,0.02,0,0,0,0,0.01,0,0,-0.01,5.53,-0.5,288.5,1.16,58
"1761","170015824520:  ",2017-05-05 22:54:42,0.02,0,0,0.09,0,0,0,0,-0.09,5.44,-4.5,284,1.09,54.5
"1763","170015854950:  ",2017-05-05 22:56:16,0.02,0,0,0,0,0.02,0,0,-0.02,5.42,-1,283,1.04,52
"1764","170015880377:  ",2017-05-05 22:57:36,0.02,0,0,0,0,0.01,0,0,-0.01,5.41,-0.5,282.5,1.04,52
"1765","170015885233:  ",2017-05-05 22:57:51,0.02,0,0,0,0.02,0.02,0,0.01,0.01,5.42,0.5,283,1.07,53.5
"1768","170015892425:  ",2017-05-05 22:58:13,0.02,0,0,0,0,0.01,0,0,-0.01,5.41,-0.5,282.5,1.03,51.5
"1769","170015916646:  ",2017-05-05 22:59:29,0.02,0,0,0,0,0.02,0,0,-0.02,5.39,-1,281.5,0.98,49
"1770","170015931820:  ",2017-05-05 23:00:17,0.02,0,0,0,0,0.01,0,0,-0.01,5.38,-0.5,281,0.99,49.5
"1771","170015966602:  ",2017-05-05 23:01:59,0.02,0,0,0.02,0,0,0,0,-0.02,5.36,-1,280,0.98,49
"1772","170015995146:  ",2017-05-05 23:03:20,0.02,0,0,0,0,0.02,0,0,-0.02,5.34,-1,279,0.93,46.5
"1773","170016003935:  ",2017-05-05 23:03:44,0.02,0,0,0,0,0.02,0,0,-0.02,5.32,-1,278,0.97,48.5
"1774","170016004500:  ",2017-05-05 23:03:46,0.02,0,0,0,0,0.01,0,0,-0.01,5.31,-0.5,277.5,0.97,48.5
"1775","170016012231:  ",2017-05-05 23:04:08,0.02,0,0,0.09,0,0,0.06,0,-0.15,5.16,-7.5,270,0.840000000000001,42
"1777","170016013680:  ",2017-05-05 23:04:12,0.02,0,0,0.05,0,0.01,0,0,-0.06,5.1,-3,267,0.79,39.5
"1779","170016048973:  ",2017-05-05 23:05:52,0.02,0,0.21,0.17,0,0,0,0,-0.38,4.72,-19,248,1.37,68.5
"1782","170016053303:  ",2017-05-05 23:06:03,0.02,0.11,0,0.07,0.33,0,0.04,0.11,0.22,4.94,11,259,1.54,77
"1787","170016056430:  ",2017-05-05 23:06:12,0.02,0,0,0,0.02,0.02,0,0.01,0.01,4.95,0.5,259.5,1.57,78.5
"1790","170016074561:  ",2017-05-05 23:07:04,0.02,0,0,0,0,0.01,0,0,-0.01,4.94,-0.5,259,1.57,78.5
"1791","170016103889:  ",2017-05-05 23:08:28,0.02,0,0,0,0,0.02,0,0,-0.02,4.92,-1,258,1.52,76
"1792","170016124127:  ",2017-05-05 23:09:13,0.02,0,0,0,0.05,0,0.04,0,0.01,4.93,0.5,258.5,1.58,79
"1794","170016126879:  ",2017-05-05 23:09:21,0.02,0,0,0,0,0.01,0,0,-0.01,4.92,-0.5,258,1.59,79.5
"1795","170016137731:  ",2017-05-05 23:09:52,0.02,0,0.03,0.02,0.05,0,0,0.03,0.03,4.95,1.5,259.5,1.63,81.5
"1799","170016150308:  ",2017-05-05 23:10:28,0.02,0,0.03,0.02,0.07,0,0,0.03,0.05,5,2.5,262,1.7,85
"1803","170016158043:  ",2017-05-05 23:10:50,0.02,0,0,0,0,0.02,0,0,-0.02,4.98,-1,261,1.7,85
"1804","170016168330:  ",2017-05-05 23:11:20,0.02,0,0,0,0,0.01,0,0,-0.01,4.97,-0.5,260.5,1.71,85.5
"1805","170016178567:  ",2017-05-05 23:11:50,0.02,0,0.14,0.06,0,0,0,0,-0.2,4.77,-10,250.5,1.43,71.5
"1808","170016194354:  ",2017-05-05 23:12:36,0.02,0,0,0,0,0.02,0,0,-0.02,4.75,-1,249.5,1.41,70.5
"1809","170016200824:  ",2017-05-05 23:12:54,0.03,0,0.06,0.02,0.08,0,0,0.06,0.06,4.81,2,251.5,1.44,71
"1813","170016204834:  ",2017-05-05 23:13:06,0.02,0,0,0.05,0,0.01,0,0,-0.06,4.75,-3,248.5,1.32,65
"1815","170016206963:  ",2017-05-05 23:13:12,0.02,0,0.13,0.06,0.2,0,0,0.13,0.14,4.89,7,255.5,1.48,73
"1820","170016234191:  ",2017-05-05 23:14:32,0.02,0,0,0,0,0.02,0,0,-0.02,4.87,-1,254.5,1.47,72.5
"1821","170016266220:  ",2017-05-05 23:16:06,0.02,0,0,0.4,0,0,0,0,-0.4,4.47,-20,234.5,-0.74,-38
"1824","170016272301:  ",2017-05-05 23:16:24,0.02,0,0,0,0,0.01,0,0,-0.01,4.46,-0.5,234,-0.73,-37.5
"1825","170016289385:  ",2017-05-05 23:17:14,0.02,0,0.12,0.16,0.63,0,0.04,0,0.31,4.77,15.5,249.5,-0.4,-21
"1830","170016291358:  ",2017-05-05 23:17:20,0.02,0,0,0,0.05,0,0.06,0.04,0.03,4.8,1.5,251,-0.35,-18.5
"1833","170016316254:  ",2017-05-05 23:18:34,0.02,0,0,0,0,0.01,0,0,-0.01,4.79,-0.5,250.5,-0.399999999999999,-21
"1834","170016331546:  ",2017-05-05 23:19:19,0.02,0,0.1,0,0,0,0.04,0,-0.14,4.65,-7,243.5,-0.58,-30
"1836","170016331704:  ",2017-05-05 23:19:19,0.02,0,0,0,0,0.02,0,0,-0.02,4.63,-1,242.5,-0.58,-30
"1837","170016334215:  ",2017-05-05 23:19:27,0.02,0,0,0.04,0,0,0.83,0,-0.87,3.76,-43.5,199,-1.78,-90
"1841","170016357656:  ",2017-05-05 23:20:36,0.02,0,0,0.01,0,0.01,0,0,-0.02,3.74,-1,198,-1.79,-90.5
"1843","170016373235:  ",2017-05-05 23:21:22,0.02,0.22,0,0.22,0.47,0.02,0,0.22,0.23,3.97,11.5,209.5,-1.62,-82
"1850","170016402945:  ",2017-05-05 23:22:50,0.02,0,0,0,0,0.01,0,0,-0.01,3.96,-0.5,209,-1.64,-83
"1851","170016414421:  ",2017-05-05 23:23:24,0.02,0,0,0,0.07,0,0.08,0.06,0.05,4.01,2.5,211.5,-1.57,-79.5
"1854","170016431899:  ",2017-05-05 23:24:17,0.02,0,0,0,0.05,0,0.08,0.06,0.03,4.04,1.5,213,-1.57,-79.5
"1857","170016433438:  ",2017-05-05 23:24:22,0.02,0,0,0.06,0,0,0,0,-0.06,3.98,-3,210,-1.61,-81.5
"1858","170016442941:  ",2017-05-05 23:24:50,0.02,0,0,0,0,0.02,0,0,-0.02,3.96,-1,209,-1.59,-80.5
"1859","170016449619:  ",2017-05-05 23:25:10,0.02,0,0,0,0,0.01,0,0,-0.01,3.95,-0.5,208.5,-1.62,-82
"1860","170016456972:  ",2017-05-05 23:25:33,0.02,0,0,0.2,0,0,0.1,0,-0.3,3.65,-15,193.5,-1.91,-96.5
"1863","170016483070:  ",2017-05-05 23:26:49,0.02,0,0.03,0.02,0.05,0,0,0.03,0.03,3.68,1.5,195,-1.54,-78
"1867","170016492813:  ",2017-05-05 23:27:19,0.02,0,0.04,0.02,0.07,0,0,0.04,0.05,3.73,2.5,197.5,-1.52,-77
"1871","170016505964:  ",2017-05-05 23:27:59,0.02,0,0,0,0,0.02,0,0,-0.02,3.71,-1,196.5,-1.57,-79.5
"1872","170016512345:  ",2017-05-05 23:28:16,0.02,0.5,0,0,1.34,0,0.12,0,0.72,4.43,36,232.5,-0.55,-28.5
